"BehaviorSpace results (NetLogo 6.2.0)"
"draft-adjusting.nlogo"
"virus-3"
"09/05/2021 06:01:08:731 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","no-of-nodes","average-node-degree","rural-pop","urban-pop","initial-outbreak-area","initial-outbreak-size","prob-infected","prob-recovered","prob-resistant","tourist-rate","[step]","%-sum-total-pop-i","%-sum-total-pop-i-urban","%-sum-total-pop-i-rural","%-sum-total-pop-r","%-sum-total-pop-r-urban","%-sum-total-pop-r-rural","mean-total-pop-i-%","mean-total-pop-i-%-urban","mean-total-pop-i-%-rural","mean-total-pop-r-%","mean-total-pop-r-%-urban","mean-total-pop-r-%-rural","var-total-pop-r-%","var-total-pop-r-%-urban","var-total-pop-r-%-rural"
"10","60","10","100","10000","rural-area","6","0.7","0.2","0.2","0.05","100","0.0730385288966725","0.07320093006857997","0.07266767620617608","0.9053619381202569","0.9052345737045773","0.905652782303667","0.07262184887185978","0.07313867821615848","0.07194599511393071","0.9058058877128823","0.905341040313389","0.9064137650814514","3.761473741825615E-5","1.2871349252202575E-5","7.110243078060024E-5"
"12","60","10","100","10000","rural-area","6","0.7","0.2","0.2","0.05","100","0.07283712784588442","0.07287623430644936","0.0727490244110861","0.9055808523058961","0.9058155167545379","0.9050521738304802","0.07275892287439058","0.07287297058962662","0.07260978355446655","0.9055769464293336","0.9058588266228567","0.9052083338685725","9.250551411587341E-6","9.254278308274728E-6","9.366282972513778E-6"
"13","60","10","100","10000","rural-area","6","0.7","0.2","0.2","0.05","100","0.07261821366024518","0.0728181449577572","0.07213930348258707","0.9059136018680677","0.9057294640419036","0.9063546807793701","0.07189590813279052","0.07251656532909151","0.0710842794914738","0.9066725291416002","0.9060591232898997","0.9074746752553623","1.3063578384930584E-5","8.349584218741893E-6","1.862769513145532E-5"
"15","60","10","100","10000","rural-area","6","0.7","0.2","0.2","0.05","100","0.07303269118505545","0.07279894637272517","0.07345724173647132","0.9059281961471103","0.9060741974464926","0.9056630140814967","0.07288612564129242","0.07271077544419939","0.07311542974518324","0.9060697768514896","0.9061224107251642","0.9060009479397618","1.306229210519397E-5","1.0520411260753286E-5","1.6931371946675348E-5"
"14","60","10","100","10000","rural-area","6","0.7","0.2","0.2","0.05","100","0.07309159280150417","0.0733060452491301","0.07246787603930462","0.9054875100725222","0.9050511832055558","0.9067565297724028","0.0726069189830901","0.0733518461290396","0.0714085579222148","0.9061038850123122","0.9050629077361139","0.9077785006305442","1.6493852671943895E-5","8.033258637924653E-6","2.633389947193772E-5"
"16","60","10","100","10000","rural-area","6","0.7","0.2","0.2","0.05","100","0.07287345957318905","0.07340790388020892","0.07178621916184048","0.905638713555756","0.9050772231064087","0.9067809749646587","0.0713676640126498","0.07330985542494538","0.06899387450873302","0.8909526408191387","0.9053586226610346","0.8733453296790441","0.013694516798190127","8.748718180683499E-6","0.03047990368605025"
"17","60","10","100","10000","rural-area","6","0.7","0.2","0.2","0.05","100","0.07286524822695035","0.07354163035856864","0.07128742826347985","0.9057304964539007","0.90511934049633","0.9071561610679878","0.07252703398198637","0.07355025293288543","0.07109452745072779","0.9060224235276623","0.9050923756533006","0.9073244905517693","1.652821019820276E-5","7.008067850880137E-6","2.767629227838322E-5"
"18","60","10","100","10000","rural-area","6","0.7","0.2","0.2","0.05","100","0.07291786513263024","0.07293401649953843","0.07288729464624145","0.9059955257270693","0.9060825563050412","0.9058307986724232","0.0719412959895993","0.07276166336239046","0.07106435155661561","0.9066319885190625","0.9062795620408377","0.907008720271647","1.5635054438345818E-5","8.035521115547055E-6","2.4051298703859343E-5"
"19","60","10","100","10000","rural-area","6","0.7","0.2","0.2","0.05","100","0.07284386617100372","0.07288783626858342","0.07275257073696048","0.9057280049566295","0.9056038261524126","0.905985838312796","0.07352511231194009","0.07260259799247586","0.07457941439132783","0.9044632766477888","0.9059090719016908","0.902810939214758","1.782272609447267E-4","9.773175526852286E-6","3.7292975767760044E-4"
"20","60","10","100","10000","rural-area","6","0.7","0.2","0.2","0.05","100","0.07254816112084063","0.0724644937332065","0.07274299483113754","0.9060858143607706","0.9063360536724578","0.9055030896583887","0.07210817282388701","0.07209370002089656","0.07212709879702835","0.9063959780296609","0.9067409643387768","0.9059448420869709","1.2185651035620887E-5","1.3011655543555547E-5","1.1209225389504146E-5"
"21","60","10","100","10000","rural-area","6","0.7","0.2","0.2","0.05","100","0.07258156028368794","0.07298218368491437","0.07181208053691275","0.90617304964539","0.9055994133126267","0.9072748363576104","0.07239971114367937","0.07281679475707901","0.07181579408491989","0.9064621040233433","0.9058428577834476","0.9073290487591964","1.1953257351584034E-5","9.386078317816609E-6","1.4746016036051324E-5"
"22","60","10","100","10000","rural-area","6","0.7","0.2","0.2","0.05","100","0.07264803125939284","0.07249612565995114","0.0729808005830792","0.9059693417493238","0.9061227706128024","0.9056332355141262","0.0721896705162419","0.07246379670669009","0.07185462739458294","0.9058451010463202","0.9062374591918686","0.9053655522017601","2.137965209099908E-5","1.0756406712807286E-5","3.484250633992383E-5"
"23","60","10","100","10000","rural-area","6","0.7","0.2","0.2","0.05","100","0.07269410391126678","0.07283807554751523","0.07235778690919005","0.9057151196730882","0.905519753899509","0.9061714931157374","0.07395536581793669","0.07264411631558047","0.07567007670563328","0.9019719332573342","0.9055846552272964","0.8972476045273835","9.640815452674008E-4","6.410385921628472E-6","0.002225808290544079"
"24","60","10","100","10000","rural-area","6","0.7","0.2","0.2","0.05","100","0.07277427111511872","0.07300956851417223","0.07230520064783157","0.9058280733393448","0.9054973821989529","0.9064873132985424","0.07273572276297753","0.07298031331810044","0.07243677875116064","0.905636165625379","0.9055898265481864","0.9056928022752806","2.7863953668101497E-5","8.499147070997192E-6","5.276319579771442E-5"
"25","60","10","100","10000","rural-area","6","0.7","0.2","0.2","0.05","100","0.07269095557686162","0.07292489823912687","0.07226952450019249","0.9058740811760946","0.9053859955170546","0.9067533327961466","0.07199418425164716","0.07308125630125739","0.0708321417158569","0.9056763792986752","0.905205525046622","0.9061797062577663","2.9314427097883035E-5","7.337876925638806E-6","5.339983116693834E-5"
"26","60","10","100","10000","rural-area","6","0.7","0.2","0.2","0.05","100","0.07271685254027262","0.07282925288127377","0.07243375227547717","0.9058921933085502","0.905678587039786","0.9064301987159223","0.07101427755826435","0.07297204785968316","0.0687768257852143","0.8914969118533911","0.9055336507989524","0.8754549244870357","0.013734177567479989","7.438973557249746E-6","0.02950278655449161"
"27","60","10","100","10000","rural-area","6","0.7","0.2","0.2","0.05","100","0.07280359355638166","0.07339325963774819","0.07149137707080194","0.905631970260223","0.9049605330507637","0.9071261565516276","0.07186330517719446","0.07330414740815733","0.0702166283418083","0.9067427215211802","0.9049999898413433","0.9087344148695647","2.4512366213826525E-5","1.0681125153428258E-5","3.358724078424046E-5"
"28","60","10","100","10000","rural-area","6","0.7","0.2","0.2","0.05","100","0.07279716312056737","0.07315955016763073","0.07190288339514614","0.9059489361702128","0.9057759847557694","0.906375736588917","0.0737096981092131","0.07301285057024368","0.07468528466377027","0.9030348898609374","0.9060540787703274","0.8988080253877913","6.25792952913314E-4","1.2624328786907049E-5","0.001488618954283402"
"29","60","10","100","10000","rural-area","6","0.7","0.2","0.2","0.05","100","0.07254520641419311","0.0725978305569946","0.07245213152848493","0.9061821903787103","0.9059694398008941","0.906558476521542","0.07232010954225655","0.07241110640494443","0.0722349834449034","0.9058387765257236","0.9062175205201582","0.9054844676277044","9.41896566811403E-5","6.701278633743865E-6","1.7871674668014945E-4"
"30","60","10","100","10000","rural-area","6","0.7","0.2","0.2","0.05","100","0.07308353478377652","0.07334872639665317","0.07199682326683189","0.9053478377652431","0.9051923186163618","0.9059851296024976","0.0723083639546501","0.07302445163473643","0.07115639681711995","0.905476675420616","0.9055122767380616","0.9054194037360306","3.0065204098076226E-5","8.871812537822353E-6","6.610633879906718E-5"
"31","60","10","100","10000","rural-area","6","0.7","0.2","0.2","0.15","100","0.07153823701109165","0.07163195311127751","0.07137765527728936","0.9076911850554582","0.9077294284050254","0.907625655404014","0.07151964000297567","0.07168061105964091","0.07130913939041349","0.9075534273440202","0.9075887733820307","0.9075072056020065","1.3519778411967015E-5","1.287406452770601E-5","1.4908990862589924E-5"
"32","60","10","100","10000","rural-area","6","0.7","0.2","0.2","0.15","100","0.07155788342734354","0.07166854169324566","0.07130600068639616","0.9074214343271555","0.9073659549297735","0.9075477177327806","0.07161666579027051","0.0718810538992551","0.07119134578886048","0.9074242689528992","0.9071932239310417","0.9077959500750177","2.0019966712865563E-5","2.1326995669864216E-5","1.8556985798405478E-5"
"33","60","10","100","10000","rural-area","6","0.7","0.2","0.2","0.15","100","0.07198063840920983","0.07187911749039837","0.07227982485128882","0.9068995290423861","0.9071059123657873","0.9062913086582948","0.07202355067999248","0.07191381980480244","0.07221308582804802","0.9066772201132899","0.9070646765831615","0.9060079771198748","2.1296748757860036E-5","1.2666489391275223E-5","3.677571036065002E-5"
"34","60","10","100","10000","rural-area","6","0.7","0.2","0.2","0.15","100","0.07142978723404256","0.0717619738303913","0.07050649740532658","0.9072624113475177","0.9070330823355142","0.9078998155851954","0.0707918496363488","0.07115900481124435","0.07027783239149504","0.9081484585554412","0.9079411742118079","0.9084386566365278","1.926132552607682E-5","1.93175866432051E-5","1.9833793710160514E-5"
"35","60","10","100","10000","rural-area","6","0.7","0.2","0.2","0.15","100","0.07154991243432575","0.07088371722244642","0.07249226518947643","0.9071833041447752","0.9072537853310016","0.9070836064302881","0.06946073431769205","0.07038475241906489","0.06825240295435832","0.9096173187233659","0.9074033613187314","0.9125124937909644","1.9104475252614518E-4","1.6825317453248234E-5","4.132726906547209E-4"
"36","60","10","100","10000","rural-area","6","0.7","0.2","0.2","0.15","100","0.07178256070640177","0.07164965667787995","0.07206181861746735","0.9071826710816777","0.9073763348021927","0.9067757449211864","0.07141818938832717","0.07133647188679752","0.07154076564062166","0.907755010274899","0.9078814779525541","0.9075653087584161","1.4953269006204786E-5","1.112880081625245E-5","2.1360668529696156E-5"
"37","60","10","100","10000","rural-area","6","0.7","0.2","0.2","0.15","100","0.07132765957446809","0.07156265701939503","0.07076403952759701","0.9078921985815603","0.907808260476334","0.9080935165100024","0.07106654020991202","0.07175392640503737","0.07010419953673638","0.9081730659875455","0.9077179572727857","0.9088102181882092","1.957115916979382E-5","9.253583988345354E-6","3.4278255177711216E-5"
"38","60","10","100","10000","rural-area","6","0.7","0.2","0.2","0.15","100","0.0720860927152318","0.07194419759699076","0.07238765425710812","0.9069288079470199","0.9068215110310378","0.907156839917557","0.07162792407510904","0.07135702893592437","0.07203426678388608","0.9076267267609386","0.9075968345290027","0.907671565108843","2.1026998627252283E-5","1.932950179925858E-5","2.4520866823309734E-5"
"39","60","10","100","10000","rural-area","6","0.7","0.2","0.2","0.15","100","0.07158785755983654","0.07152856938526952","0.07171012057453902","0.907405137186223","0.907363502789107","0.9074909948963631","0.07117510615464559","0.0710845619305296","0.07129351014002806","0.9079857466564911","0.9078480771496389","0.908165776011605","1.8445421810452402E-5","1.561184906775632E-5","2.2864071777139388E-5"
"40","60","10","100","10000","rural-area","6","0.7","0.2","0.2","0.15","100","0.07182111200644642","0.07255967766458872","0.07004211682841971","0.9070937416062316","0.9061958339668542","0.9092565464200696","0.071470334976225","0.07269790775333851","0.06949554398695545","0.9073167401284898","0.905914763041058","0.9095720945734892","1.960946011516889E-5","1.449950809107631E-5","2.0239024552753392E-5"
"41","60","10","100","10000","rural-area","6","0.7","0.2","0.2","0.15","100","0.07129929078014184","0.07155332344927694","0.0706091980684478","0.9075716312056737","0.907430119462535","0.9079560550787592","0.07066589108556648","0.07105901686096831","0.07011551500000389","0.9078525583283733","0.9079423403601529","0.9077268634838813","5.7247073425492204E-5","1.237893029430443E-5","1.2316735807443036E-4"
"42","60","10","100","10000","rural-area","6","0.7","0.2","0.2","0.15","100","0.071190261496844","0.07138491875947263","0.07064270651874943","0.9078088367899008","0.9075675103078502","0.90848766846979","0.06999564407341943","0.07107706293335596","0.0686739099112747","0.8926912303930409","0.9080593744455241","0.8739079432177839","0.013778040967861414","1.4729591888236564E-5","0.03058127747608036"
"43","60","10","100","10000","rural-area","6","0.7","0.2","0.2","0.15","100","0.0716","0.07123393525296892","0.07244419433502157","0.9073645390070922","0.9076988775012201","0.9065935096604765","0.07146676108039754","0.07117121478285875","0.07188052589695178","0.907387551426397","0.9075592468683814","0.9071471778076196","1.9474946893883764E-5","1.5222582736627559E-5","2.620740793378162E-5"
"45","60","10","100","10000","rural-area","6","0.7","0.2","0.2","0.15","100","0.07151815181518152","0.07237998914369755","0.0693941022445316","0.9072739273927393","0.9063759899416822","0.9094869478715254","-0.03197031681667006","0.07245132948244012","-0.13639196311578025","0.9616017020051831","0.9063399899723968","1.0168634140379698","0.2949002471407837","1.460385222762815E-5","0.5936365400201365"
"44","60","10","100","10000","rural-area","6","0.7","0.2","0.2","0.15","100","0.07145211930926217","0.0714880670730992","0.07137943848385898","0.9072998430141287","0.9071175226125348","0.9076684667019822","0.070924570362241","0.07154437940380783","0.06985399110862547","0.9077801603002482","0.9070761047148034","0.9089962563114701","2.223145652293525E-5","2.0245240729892E-5","2.4343336976138783E-5"
"46","60","10","100","10000","rural-area","6","0.7","0.2","0.2","0.15","100","0.07185430463576159","0.07207384453953733","0.07140203330293511","0.9070640176600442","0.9067311002901972","0.9077498564528659","0.07155010125734097","0.07176423256267789","0.07122890429933564","0.9074598518030806","0.9070187158653709","0.9081215557096454","1.7747643390505916E-5","1.2531521323946168E-5","2.569537527405279E-5"
"47","60","10","100","10000","rural-area","6","0.7","0.2","0.2","0.15","100","0.07158112582781458","0.07169602473329643","0.07128131069169862","0.9075220750551877","0.9073531937632398","0.907962750859021","0.07156503168909324","0.07182818245419466","0.0711703055414412","0.9073833369351674","0.9071144515600399","0.9077866649978582","2.5906589602232687E-5","1.3425269076242918E-5","4.5743366426829145E-5"
"48","60","10","100","10000","rural-area","6","0.7","0.2","0.2","0.15","100","0.07182626896912611","0.07208799361675322","0.0710508854145067","0.9071114599686029","0.9068234948276104","0.9079645834197321","0.07166426677356404","0.0719846992188072","0.07111079254996215","0.9072481082081912","0.9069350538301062","0.9077888384976106","1.6268519652342547E-5","1.2847528394305353E-5","2.25870204681405E-5"
"49","60","10","100","10000","rural-area","6","0.7","0.2","0.2","0.15","100","0.07131898454746137","0.07083267059010658","0.07242156509195817","0.9074889624724062","0.9078018132654684","0.9067796610169492","0.07082107722508303","0.07048547671428444","0.07132447799128094","0.9079625211075965","0.9080718961274664","0.9077984585777915","1.6601091874903382E-5","1.2198988283287723E-5","2.397492044159969E-5"
"50","60","10","100","10000","rural-area","6","0.7","0.2","0.2","0.15","100","0.07130447850916742","0.07152373287499943","0.07087689429207346","0.9074691914637811","0.9071601031251278","0.9080719675808926","0.07075949341945242","0.07125710905786752","0.0701512965280562","0.9072037370070588","0.9073934027158358","0.9069719233629983","5.035157516561152E-5","1.5179605138638988E-5","9.54752901687821E-5"
"51","60","10","100","10000","rural-area","6","0.7","0.2","0.2","0.15","100","0.07148267526188558","0.07131554254997693","0.07183070605378196","0.9070615095353209","0.907270312823041","0.9066267055239104","0.07154189675015928","0.07119105185060955","0.07210629941465223","0.9071877740882457","0.9074686165523008","0.9067359840373754","1.7995828479166092E-5","1.383399498683525E-5","2.5278052312609994E-5"
"52","60","10","100","10000","rural-area","6","0.7","0.2","0.2","0.15","100","0.0713163120567376","0.0715928789135989","0.07069891980119941","0.9074241134751773","0.9071580555852222","0.9080180461055991","0.07061757214773892","0.0711569334970817","0.06986246625865904","0.9081319694843822","0.9076410253315753","0.908819291298312","1.8533671160744E-5","1.309465770920313E-5","2.616758495134423E-5"
"53","60","10","100","10000","rural-area","6","0.7","0.2","0.2","0.15","100","0.07169854628921193","0.07176294899001807","0.07142181695373184","0.9071588880387657","0.9070722313919674","0.907531239446133","0.0715164761217975","0.07160125643497516","0.07135902696875325","0.9073346111583954","0.9072388468748428","0.9075124591135646","2.2587815673517176E-5","1.1344956394471967E-5","4.50275446413547E-5"
"54","60","10","100","10000","rural-area","6","0.7","0.2","0.2","0.15","100","0.0719570905285191","0.07265367549754793","0.07028560754978787","0.9070879120879121","0.9063027063494122","0.9089720440819377","0.07175860253508295","0.07278405697473085","0.06998736304841834","0.907287534648804","0.9062044521065401","0.9091583135854416","1.7182083724778964E-5","9.909387934623684E-6","2.5024909798974124E-5"
"55","60","10","100","10000","rural-area","6","0.7","0.2","0.2","0.15","100","0.07149888143176734","0.07133267744778536","0.07177435792906645","0.9075167785234899","0.9076277439586792","0.9073328577252344","0.07126334970808101","0.07088962168129972","0.07166285208153682","0.9079797802242573","0.9080358847306336","0.9079198064415791","2.603339659372421E-5","1.7759706203287896E-5","3.5820618748668986E-5"
"56","60","10","100","10000","rural-area","6","0.7","0.2","0.2","0.15","100","0.07137360985873159","0.0712534343037887","0.0715977095621475","0.907634505560565","0.9078336758017224","0.9072630989796358","0.07047223354247434","0.07101961631978822","0.06980321014797963","0.9084267188703915","0.9080473890188562","0.9088903442444904","3.3630920545858245E-5","1.7713354851313726E-5","5.410942078092678E-5"
"57","60","10","100","10000","rural-area","6","0.7","0.2","0.2","0.15","100","0.07193123824872415","0.07214435029662339","0.07143936095536817","0.9072575879666935","0.9067436103743114","0.9084438836711302","0.07145375325134698","0.07191700610011645","0.07070852040767434","0.9075021241469228","0.9068174903628768","0.9086034915386485","1.512553586967854E-5","1.0849163315948229E-5","2.0754306247072526E-5"
"58","60","10","100","10000","rural-area","6","0.7","0.2","0.2","0.15","100","0.07182648401826484","0.0723261283458394","0.0705448625873791","0.9072549019607843","0.906783141075895","0.9084650004787896","0.0714028527368797","0.07191270163933695","0.0705826610242311","0.9078831141856135","0.9072769370852656","0.908858268651391","2.706232079657582E-5","2.3919257803209196E-5","3.182348489523023E-5"
"59","60","10","100","10000","rural-area","6","0.7","0.2","0.2","0.15","100","0.07193156732891832","0.07198142414860681","0.07176117801940611","0.906887417218543","0.9069923385313379","0.9065288409966357","0.07061449904634745","0.07178170392209375","0.06886369173272801","0.9062570486633785","0.9072546468338607","0.9047606514076546","4.160518084247256E-5","7.687177890585483E-6","9.113418494164721E-5"
"60","60","10","100","10000","rural-area","6","0.7","0.2","0.2","0.15","100","0.07140141843971631","0.07107748134097563","0.07211564687698882","0.9075375886524822","0.9081151292730196","0.9062642058368943","0.07154761645989084","0.07115020708635683","0.07210398958283845","0.9072582008444773","0.9080174057849996","0.9061953139277472","1.3852104329726618E-5","9.016237024034077E-6","1.9262714863868624E-5"
"61","60","10","100","10000","rural-area","6","0.7","0.2","0.2","0.3","100","0.07060709219858156","0.07080214781253134","0.07028561984464445","0.9086156028368795","0.9082439171141277","0.9092281803566867","0.0698114290479925","0.07077007787172124","0.06846932069477232","0.909422606627358","0.9080944949115537","0.911281963029484","3.4209229987624706E-5","1.8797878418164284E-5","5.129378007337942E-5"
"62","60","10","100","10000","rural-area","6","0.7","0.2","0.2","0.3","100","0.07058156028368795","0.0708087992839983","0.07023750089151987","0.908595744680851","0.9082999670262377","0.9090435774909065","0.07072365453030892","0.07109676328745189","0.07020130227030881","0.9085841829530145","0.9080405791980912","0.9093452282099073","2.860447527410032E-5","2.6309276537945648E-5","3.201359230512302E-5"
"63","60","10","100","10000","rural-area","6","0.7","0.2","0.2","0.3","100","0.07026750826570484","0.07018765795705557","0.07051384369820124","0.9087015329125339","0.9088615151937275","0.9082079931241942","0.06825687899104227","0.06976492482085637","0.06641371186571389","0.9111060562383221","0.9090852093340247","0.9135759802324636","1.964288654107085E-4","2.9600534774170924E-5","3.9779252503898695E-4"
"64","60","10","100","10000","rural-area","6","0.7","0.2","0.2","0.3","100","0.07114155251141553","0.07030817250626456","0.07245045915901402","0.9082057480526458","0.908924253747747","0.9070772629979976","0.06948709935767913","0.07011742433366538","0.06847309830935344","0.8934538772306405","0.9086913258382604","0.8689414599053388","0.013782814944928624","2.0304797343091828E-5","0.03591112304963039"
"65","60","10","100","10000","rural-area","6","0.7","0.2","0.2","0.3","100","0.07120529005109709","0.07112274024738345","0.07136346106650773","0.9084640817553351","0.9082878943131084","0.9088016688286645","0.07083112459489561","0.07108136405443642","0.07052527636656794","0.9089854712298177","0.9082309635706673","0.9099076472576684","8.528679729637635E-5","1.0767129005388898E-5","1.7867790691337933E-4"
"66","60","10","100","10000","rural-area","6","0.7","0.2","0.2","0.3","100","0.07043282236248873","0.06976333634484978","0.07135311835324683","0.9085181845506463","0.9091768175540256","0.9076128074457911","0.07014824039458611","0.06974468674880069","0.07064147262832385","0.909008598096458","0.9092875443540774","0.9086676637815899","2.01237927343307E-5","1.3120402131928134E-5","2.9297875462700815E-5"
"67","60","10","100","10000","rural-area","6","0.7","0.2","0.2","0.3","100","0.07085540838852097","0.07106494412024547","0.07037451242464744","0.9084271523178808","0.908037097342889","0.9093223498176991","0.06898518180331129","0.07037215140228749","0.06690472740484697","0.9103312003600122","0.9083106498641269","0.9133620261038394","1.5010931262347108E-4","1.0416386831608317E-5","3.5323650948263565E-4"
"68","60","10","100","10000","rural-area","6","0.7","0.2","0.2","0.3","100","0.07035767959122333","0.07023596910843678","0.07055429339580369","0.9091734295160806","0.9092961804051719","0.9089751350161548","0.07072159047909263","0.06995059428932356","0.07166391915547704","0.908697341882408","0.9094122495086499","0.9078235658947792","2.848140036754344E-5","2.3337450848139316E-5","3.446630951975534E-5"
"69","60","10","100","10000","rural-area","6","0.7","0.2","0.2","0.3","100","0.07034323432343234","0.07058075091270682","0.0700207751383064","0.9087590759075908","0.9086605418355007","0.9088928485282332","0.06706010416045159","0.07047759555109669","0.06364261276980647","0.9122648538542457","0.9085447444665367","0.9159849632419552","2.3578175148622902E-4","2.0180107930342825E-5","4.3088094401090636E-4"
"70","60","10","100","10000","rural-area","6","0.7","0.2","0.2","0.3","100","0.07021941689209497","0.07045022329536955","0.06967225571146345","0.9090562067929066","0.9085536015726832","0.91024770781622","0.06949253601664515","0.06978514673432792","0.06913490069503296","0.9098729757672731","0.9092758097066416","0.9106028453969337","2.570864593987413E-5","3.0194188958009354E-5","2.0170956211735784E-5"
"71","60","10","100","10000","rural-area","6","0.7","0.2","0.2","0.3","100","0.0699357851722125","0.06998634567666018","0.06984454431592131","0.9091535318155283","0.9088199670663165","0.9097554786054013","0.06977630497933832","0.06981869422686264","0.06972087288642197","0.9095401023272153","0.9091100876375201","0.9101024292291241","2.8182670050561523E-5","1.831944300743255E-5","4.1749095361758417E-5"
"72","60","10","100","10000","rural-area","6","0.7","0.2","0.2","0.3","100","0.07019788468099625","0.07044500198072098","0.06974704890387859","0.9092766973729103","0.9094995378317707","0.9088701517706577","0.06879025825291912","0.06906446246040587","0.06853374463946378","0.910704829791531","0.9106169669282513","0.910787024082986","4.46001759942129E-5","2.7269703783612808E-5","6.224751227232854E-5"
"73","60","10","100","10000","rural-area","6","0.7","0.2","0.2","0.3","100","0.06999215070643643","0.06986989796912953","0.07024158970320343","0.9091679748822606","0.9095601794994757","0.9083677381889921","0.07023977215933676","0.06961008450955401","0.07132741446350696","0.9096909224728885","0.9101996887918308","0.9088121442856253","2.78640798056588E-5","2.1575920961025445E-5","3.8992669922185314E-5"
